carpenter,"n. 木匠，木工
vt. 制作
vi. 当木匠，做木匠工作"
take pleasure in,"na. 高兴地；以…为乐；欣然
 乐于；以……为乐；喜欢"
typist,n. 打字员，打字者
Ltd,abbr. 有限责任公司（Limited）；激光目标指示器（等于Laser Target Designator）
engineering,"n. 工程，工程学
v. 设计；管理（engineer的ing形式）；建造"
covering,"n. 遮盖物，覆盖物
v. 覆盖；穿（cover的ing形式）；代替
adj. 掩盖的，掩护的"
gap,"n. 间隙；缺口；差距；分歧
vt. 使形成缺口
vi. 裂开"
session,n. 会议；（法庭的）开庭；（议会等的）开会；学期；讲习会
employer,n. 雇主，老板
employee,n. 雇员；从业员工
interviewer,n. 采访者；会见者；面谈者；进行面试者
off the top of one's head, 不假思索
have butterflies in one's stomach, 感到紧张；肚子里有蝴蝶；忐忑不安
refresh,"vt. 更新；使……恢复；使……清新；消除……的疲劳
vi. 恢复精神；喝饮料，吃点心；补充给养"
yawn,"n. 哈欠；裂口
vt. 张开；打著哈欠说
vi. 打哈欠；裂开"
razor,"n. 剃刀
vt. 剃，用剃刀刮"
shaver,n. 理发师；电动剃刀
shave,"vi. 剃须，剃毛
vt. 剃，削去；修剪；切成薄片；掠
n. 刮脸，剃胡子；修面；<口>侥幸逃过，幸免；剃刀，刮刀"
haircut,n. 理发；发型
conservative,找不到解释
allowance,"n. 津贴，零用钱；允许；限额
vt. 定量供应"
roundabout,"n. 迂回路线；环状交叉路口
adj. 迂回的，绕道的；圆滚滚的"
parking,"n. 停车
adj. 停车的
v. 停车（park的ing形式）"
look somebody in the eye,"na. 无畏惧地正视某人
 注视；直视"
look somebody in the eyes,找不到解释
wag,"n. 摇摆；爱说笑打趣的人
vt. 摇摆；摇动；饶舌
vi. 摆动；喋喋不休；蹒跚而行"
follow something up, 紧追，对…进行进一步调查
give somebody the edge,找不到解释
punctuation,n. 标点；标点符号
as easy as pie,"na. 极容易
 易如反掌；小事一桩；像吃馅饼一样容易"
management,n. 管理；管理人员；管理部门；操纵；经营手段
trainee,n. 练习生，实习生；受训者；新兵；训练中的动物
smartly,adv. 刺痛地；漂亮地；潇洒地；火辣辣地
garage,"n. 车库；汽车修理厂；飞机库
vt. 把……送入车库；把（汽车）开进车库"
relaxed,"v. relax的过去式和过去分词
adj. 松懈的，放松的；悠闲的，自在的；不严格的，不拘束的"
team player,"n. 善于与团队合作的成员
 团队精神；团队合作者；合群"
response,n. 响应；反应；回答
diploma,"n. 毕业证书，学位证书；公文，文书；奖状
vt. 发给…毕业文凭"
videophone,n. 电视电话
division,n.  除法；部门；分配；分割；师（军队）；赛区
fluency,"n. （语言、文章）流利；（技能）娴熟
n. 流畅度（写作演讲等）"
CV,找不到解释
ladder,"n. 阶梯；途径；梯状物
vi. 成名；发迹
vt. 在……上装设梯子"
Antarctic,找不到解释
fund,"n. 基金；资金；存款
vt. 投资；资助"
Brazil,n. 巴西（拉丁美洲国家）
Amazon,找不到解释
Ghana,n. 加纳（非洲西部国家）
cooker,n. 炊具；烹饪用水果；窜改者
switch,"n. 开关；转换；鞭子
vi. 转换；抽打；换防
vt. 转换；用鞭子等抽打"
nail,"vt. 钉；使固定；揭露
n.  指甲；钉子"
mayor,n. 市长
improvement,n. 改进，改善；提高
self-educated,adj. 自修的，自学的；自我教育的
geometry,"n. 几何学
几何结构"
diagram,"n. 图表；图解
vt. 用图解法表示"
circuit,"n.  电路，回路；巡回；一圈；环道
vt. 绕回…环行
vi. 环行"
resign,"n. 辞去职务
vi. 辞职
vt. 辞职；放弃；委托；使听从"
pocket-sized,adj. 袖珍的；可放进衣袋中的（等于pocket-size）
pull out,"na. 拔(牙等)；把船划出；(车,船等)开出；(人)出发
 拔出；驶出；抽出"
the last minute, 最后一分钟；紧急关头
the last moment, 悲恋三人行；最后的时刻；最后一刻
put out,"v. 扑灭；熄灭；放出；伸出
 关；关熄；消灭，关"
take off,"v. (飞机)起飞；出去；拿掉；移送
 脱下；脱掉；脱去"
calculator,n. 计算器；计算者
amateur,"n. 爱好者；业余爱好者；外行
adj. 业余的；外行的"
put together,"na. 编辑；拼拢；比较考虑；使结婚
 装配；把……放在一起；加在一起"
receipt,"n. 收到；收据；收入
vt. 收到"
spectrum,n. 光谱；频谱；范围；余象
motor,"n. 发动机，马达；汽车
adj. 汽车的；机动的
vi. 乘汽车
vt. 以汽车载运"
ridiculous,adj. 可笑的；荒谬的
tire,"n. 轮胎；头饰
vt. 使…疲倦；使…厌烦
vi. 疲劳；厌倦"
throw oneself into,"na. 开始热心做(某事)
 投入；投身于；积极从事"
fold,"n. 折痕；信徒；羊栏
vt. 折叠；合拢；抱住；笼罩
vi. 折叠起来；彻底失败"
cycle,"n. 循环；周期；自行车；整套；一段时间
vt. 使循环；使轮转
vi. 循环；骑自行车；轮转"
will,"n. 意志；决心；情感；遗嘱；意图；心愿
vt. 决心要；遗赠；用意志力使
vi. 愿意；下决心
aux. 将；愿意；必须"
plug,"n. 插头；塞子；栓
vt. 插入；塞住；接插头
vi. 塞住；用插头将与电源接通"
graph,"n. 图表；曲线图
vt. 用曲线图表示"
economical,adj. 经济的；节约的；合算的
sanitary,"n. 公共厕所
adj. 卫生的，清洁的"
correctional,adj. 矫正的；修正的
facility,n. 设施；设备；容易；灵巧
downsize,vt. 以较小尺寸设计；缩小尺寸；裁减人数
body count,"n. 阵亡人数；死亡人数
 人数统计；天衣行动；杀戮模式"
survivor,n. 幸存者；生还者；残存物
unsure,adj. 不确定的；不肯定的；没有自信的
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露"
informer,n. 告密者；通知者；控告人
offshore,"adj. 离岸的； 近海的；吹向海面的
adv. 向海面，向海"
scratch,"n. 擦伤；抓痕；刮擦声；乱写
adj. 打草稿用的；凑合的；碰巧的
vt. 抓；刮；挖出；乱涂
vi. 抓；搔；发刮擦声；勉强糊口；退出比赛"
lounge,"n. 休息室；闲逛；躺椅；（英）酒吧间
vi. 闲逛；懒洋洋地躺卧；闲混
vt. 虚度光阴"
allergic,adj. 对…过敏的；对…极讨厌的
employment,n. 使用；职业；雇用
surplus,"n. 剩余； 顺差；盈余；过剩
adj. 剩余的；过剩的"
capital punishment,"n. 死刑；极刑
 处死的刑罚；最大刑罚；绞刑"
taxpayer,n. 纳税人；所收租金只够支付地产税的建筑物
pre-owned,"二手的
旧的"
flexibility,n. 灵活性；弹性；适应性
unemployed,adj. 失业的；未被利用的
penalty,n. 罚款，罚金；处罚
faith,n. 信仰；信念；信任；忠实
optional,"adj. 可选择的，随意的
n. 选修科目"
fibre,n. 纤维；纤维制品
thirst,"n. 渴望；口渴；热望
vi. 渴望；口渴"
microscope,n. 显微镜
drive,"n. 驱动器；驾车； 内驱力，推进力；快车道
vi. 开车；猛击；飞跑
vt. 推动，发动（机器等）；驾驶（马车，汽车等）；驱赶"
for the taking, 供自由拿取；供自由拿去；供…抓取
bless,vt. 祝福；保佑；赞美
nursery,n. 苗圃；托儿所；温床
porter,n. 门房；服务员；行李搬运工；守门人
mop,"vt. 擦干；用拖把拖洗
vi. 用拖把擦洗地板；扮鬼脸
n. 拖把；蓬松的头发；鬼脸"
jar,"n. 罐；广口瓶；震动；刺耳声
vi. 冲突；不一致；震惊；发刺耳声
vt. 震动；刺激；使震动"
turkey,n. 土耳其（横跨欧亚两洲的国家）
brunch,n. 早午餐
shrink,"vi. 收缩；畏缩
n. 收缩；畏缩；<俚>精神病学家
vt. 使缩小，使收缩"
dignity,n. 尊严；高贵
archaeology,"n. 考古学
考古学的"
preview,"n. 预览；试映；事先查看
vt. 预览；预演；事先查看"
numerous,adj. 许多的，很多的
brochure,n. 手册，小册子
catalogue,"n. 目录；（美）大学情况一览
vt. 把…编入目录"
psychology,n. 心理学；心理状态
fry,"n. 鱼苗；油炸食物
vt. 油炸；油煎
vi. 油炸；油煎"
pepper,"n. 胡椒；辣椒；胡椒粉
vt. 加胡椒粉于；使布满"
steak,n. 牛排；肉排；鱼排
rice cooker,"n. 饭锅
 电饭煲；电饭锅；电锅"
bean curd,"na. 豆腐
 豆干；豆腐类；豆腐类一款"
garlic,n. 大蒜；蒜头
microwave,n. 微波
saucer,n. 茶托，浅碟；浅碟形物；眼睛
Thermos,找不到解释
put something away, （非正式）（体育运动用语）处理; 同 put something down （见后面义项3）; （非正式）（大量）吃喝; 存（钱）
furnished,"v. 供应；装备（furnish的过去分词）
adj. 家具，有家具的"
basin,n. 水池；流域；盆地；盆
hook,"n. 挂钩，吊钩
vt. 钩住；引上钩
vi. 钩住；弯成钩状"
millimetre,n. 毫米；公厘
room-mate,n. 同室者
astronomy,n. 天文学
mineral,"n. 矿物；（英）矿泉水；无机物；苏打水（常用复数表示）
adj. 矿物的；矿质的"
bat,"n. 蝙蝠；球棒；球拍；批处理文件的扩展名
vt. 用球棒击球；击球率达…
vi. 轮到击球；用球棒击球"
dive,"n. 潜水；跳水；俯冲；扑
vi. 潜水；跳水；俯冲；急剧下降"
terrify,vt. 恐吓；使恐怖；使害怕
as for,"na. 至于
 关于；就…而言；对于"
universe,n. 宇宙；世界；领域
embassy,n. 大使馆；大使馆全体人员
allusion,n. 暗示；提及
surprisingly,adv. 惊人地；出人意料地
den,"n. 贼窝，私室；兽穴，窝巢；小房间
vt. 把……赶进洞穴
vi. 藏到洞里；住在肮脏简陋的小房间里"
catch-22,找不到解释
heel,"n. 脚后跟；踵
vt. 倾侧
vi. 倾侧"
mythology,n. 神话；神话学；神话集
unbeatable,adj. 无敌的；无以伦比的
prophet,n. 先知；预言者；提倡者
overboard,"adv. 自船上落下；向船外
adj. 极其热心的；全身心投入的"
vomit,"n. 呕吐；呕吐物；催吐剂
vi. 呕吐；吐出
vt. 吐出；使……呕吐"
Herculean,找不到解释
a good Samaritan,找不到解释
bang,"n. 刘海；重击；突然巨响
vt. 重击；发巨响
adv. 直接地；砰然地；突然巨响地"
aimless,adj. 没有目标的；无目的的
land on one's feet,"na. 逢凶化吉
 安全摆脱困境；安然脱险；脱离困境"
atom,n. 原子
nuclear,adj. 原子能的； 细胞核的；中心的；原子核的
missile,"n. 导弹；投射物
adj. 导弹的；可投掷的；用以发射导弹的"
communism,n. 共产主义
socialism,n. 社会主义
socialist,"n. 社会主义者；社会党党员
adj. 社会主义的"
fountain,n. 喷泉，泉水；源泉
currently,adv. 当前；一般地
premier,"n. 总理，首相
adj. 第一的；最初的"
arch,"n. 弓形，拱形；拱门
adj. 主要的
vt. 使…弯成弓形；用拱连接
vi. 拱起；成为弓形"
seminar,n. 讨论会，研讨班
sharpen,"vt. 削尖；磨快；使敏捷；加重
vi. 尖锐；变锋利"
shuttle,"n. 航天飞机；穿梭；梭子；穿梭班机、公共汽车等
vt. 使穿梭般来回移动；短程穿梭般运送
vi. 穿梭往返"
